anio;EMPRESA;TOTAL
2017;"EMPRESA NUEVE DE JULIO S.A.T.";23832847
2017;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";30069192
2017;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";5464301
2017;"EMRESA MONTERREY S.R.L.";2136438
2017;"EXPRESO ARSENO SRL";11725032
2017;"EXPRESO EMPALME LOBOS S.R.L.";851986
2017;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";22969202
2017;"EXPRESO GENERAL SARMIENTO S.A.";41766552
2017;"EXPRESO LA PLATA BUENOS AIRES S.A.";11164640
2017;"EXPRESO LOMAS S.A.";16363500
2017;"EXPRESO NUEVE DE JULIO S.A.";17501800
2017;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";26524448
2017;"EXPRESO QUILMES S.A.";24181059
2017;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";14362492
2017;"EXPRESO VILLA GALICIA SAN JOSE S.A.";46410032
2017;"EXPRESO VILLA NUEVA S.A.";22718179
2017;"FERROVIAS S.A.";22096656
2017;"FUERTE BARRAGAN S.A.T.I.C.I.";12509069
2017;"GENERAL PUEYRREDON S.A.T.C.I.";13035361
2017;"GENERAL TOMAS GUIDO S.A.C.I.F.";61887052
2017;"GRUPO LINEA 179 S.A.";5379915
2017;"JUAN B. JUSTO S.A.T.C.I.";15236978
2017;"LA CABAÑA S.A.";79385152
2017;"LA CENTRAL DE ESCOBAR SA";22399921
2017;"LA CENTRAL DE VICENTE LOPEZ S.A.";6166863
2017;"LA FLOR DE LUJAN SRL";463091
2017;"LA NUEVA METROPOL S.A.";54472093
2017;"LA PRIMERA DE GRAND BOURG S.A.";55180618
2017;"LA PRIMERA DE LA ESCONDIDA SRL";1368420
2017;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";4315922
2017;"LA PRIMERA DE MARTINEZ S.A";16478026
2017;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";28695460
2017;"LIBERTADOR SAN MARTIN SAT";19615526
2017;"LINEA 10 S.A.";10163722
2017;"LINEA 17 S.A.";15115160
2017;"LINEA 213 S.A. DE TRANSPORTE";17376180
2017;"LINEA 22 S.A.";5198698
2017;"LINEA 71 S.A.";17733198
2017;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";10963927
2017;"LINEA EXPRESO LINIERS S.A.I.Y C.";8875401
2017;"LINEA SESENTA SA";11728523
2017;"LOS CONSTITUYENTES S.A.T.";36429283
2017;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";17202705
2017;"MAYO S.A.T.A.";8890936
2017;METROVIAS;318070572
2017;"METROVIAS S.A. (URQUIZA)";20146945
2017;"MICRO OMNIBUS AVENIDA S.A.";11387634
2017;"MICRO OMNIBUS ESTE S.A";8729673
2017;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";35179328
2017;"MICRO OMNIBUS GRAL PACHECO SRL";15775940
2017;"MICRO OMNIBUS MITRE S.A.";21390702
2017;"MICRO OMNIBUS NORTE S.A.";28081935
2017;"MICRO OMNIBUS O´HIGGINS S.A.T.";6913965
2017;"MICRO OMNIBUS PRIMERA JUNTA S.A";35956262
2017;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";61870456
2017;"MICRO OMNIBUS SUR S.A.C.";17696137
2017;"MICRO OMNIBUS TIGRE S.A.";40338754
2017;"MICROEXPRES S.A.";2161728
2017;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";10130447
2017;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";25035042
2017;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";13013712
2017;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";15720510
2017;"NUDO S.A.";34234253
2017;"NUEVO BUS DE OLAVARRÍA SRL";806712
2017;"NUEVO IDEAL S.A.";41280486
2017;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";23963799
2017;"PILAR BUS S.A";9607679
2017;"ROCARAZA S.A.";25382696
2017;"RUTA BUS S.A.";13644598
2017;"SAN VICENTE S.A. DE TRANSPORTES";50565276
2017;"SARGENTO CABRAL S.A.DE TRANSPORTE";32881093
2017;"SERGIO A. RIVAS S.R.L";1426817
2017;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";19976431
2017;"SOFSE - Belgrano Sur";11509318
2017;"SOFSE - Mitre";59360129
2017;"SOFSE - Roca";138518785
2017;"SOFSE - San Martin";48702482
2017;"SOFSE- SARMIENTO";60601273
2017;"SOFSE- TREN DE LA COSTA";195437
2017;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";10878509
2017;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";7368703
2017;"TRANSP. SGTO. CABRAL";8841556
2017;"TRANSPORTE 11 DE JUNIO S.R.L.";4803422
2017;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";55549727
2017;"TRANSPORTE AUTOMOTORES LA PLATA SA";35127305
2017;"TRANSPORTE DEL SUR S.R.L.";7982627
2017;"TRANSPORTE ESCALADA S.A.T.";11920973
2017;"TRANSPORTE IDEAL SAN JUSTO S.A.";41699801
2017;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";7043539
2017;"TRANSPORTE LA UNION SA";13408816
2017;"TRANSPORTE LARRAZABAL C.I.S.A.";50980005
2017;"TRANSPORTE NUEVE DE JULIO SAC.";9387733
2017;"TRANSPORTES 1º SEPTIEMBRE S.A.";8668035
2017;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";5248117
2017;"TRANSPORTES 270 S.A.";9636531
2017;"TRANSPORTES ALMIRANTE BROWN S.A.";14612119
2017;"TRANSPORTES ATLANTIDA S.A.C.";19705598
2017;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";11565332
2017;"TRANSPORTES AUTOMOTORES CALLAO S.A.";30909220
2017;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";31453640
2017;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";14786497
2017;"TRANSPORTES COLEGIALES S.A.C.I.";10123217
2017;"TRANSPORTES DEL TEJAR S.A.";8814901
2017;"TRANSPORTES LA PERLITA S.A.";105517608
2017;"TRANSPORTES LINEA 123 S.A.C.I.";4229283
2017;"TRANSPORTES LOPE DE VEGA S.A.C.I.";39216057
2017;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";17128026
2017;"TRANSPORTES QUIRNO COSTA S.A.C.I.";10055905
2017;"TRANSPORTES RIO GRANDE S.A.C.I.F.";27554025
2017;"TRANSPORTES SAN CAYETANO S.A.C.";4903728
2017;"TRANSPORTES SAN JUAN BAUTISTA S.A.";21214072
2017;"TRANSPORTES SANTA FE S.A.C.I.";18741024
2017;"TRANSPORTES SESENTA Y OCHO S.R.L.";16820300
2017;"TRANSPORTES SOL DE MAYO C.I.S.A.";8870426
2017;"TRANSPORTES SUR-NOR C.I.S.A.";22814281
2017;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";33175654
2017;"TRANSPORTES VILLA BOSCH SAC el";9417877
2017;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";8559324
2017;"UNION PLATENSE SRL";37707506
2017;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T";12955952
2017;"UNION TRANSPORTISTAS DE EMPRESAS SA";8648873
2017;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";5405736
2017;"UTENOR SA L 722";2264429
2017;"VUELTA DE ROCHA S.A.T.C.I.";10754563
2017;"YITOS S.A.";24190154
2016;"17 DE AGOSTO S.A.";11272753
2016;"25 DE MAYO LINEA 278 S.A.";41466600
2016;"4 DE SEPTIEMBRE S.A.T.C.P.";2663045
2016;"ALMAFUERTE EMPRESA DE TRANSPOR";42211693
2016;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";8194493
2016;"ALMAFUERTE S.A.T.A.C.I.";13043946
2016;"ANTARTIDA ARGENTINA";7204343
2016;"AUTOBUSES BUENOS AIRES SRL";9294354
2016;"AUTOBUSES SANTA FE S.R.L";9302914
2016;"AUTOMOTORES CALLAO";25049667
2016;"AUTOMOTORES LA PLATA S.A.";29275929
2016;"AUTOMOTORES RIACHUELO";27036788
2016;"AZUL S.A.";48451912
2016;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";9686439
2016;"BERNARDINO RIVADAVIA S.A.T.A.";22399083
2016;"BUENOS AIRES BUS S.A.";3618989
2016;"BUENOS AIRES BUS SOCIEDAD ANONIMA";790653
2016;"BUS DEL OESTE S.A.";5440671
2016;"C.A. ECOTRANS S.A.";20752584
2016;"CARDENAS S.A. EMPRESA DE TRANSP.";12635435
2016;"CARDENAS S.A. EMPRESA DE TRANSPORTES";2532582
2016;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";2409649
2016;"CIA LA PAZ AMADOR MOURE SACIFIYA";1743655
2016;"CIUDAD DE SAN FERNANDO S.A.";26783803
2016;"COLECTIVEROS UNIDOS S.A";11138166
2016;"COLECTIVEROS UNIDOS S.A.";2274335
2016;"COMP. DE TRANPORTE VECINAL S.A";5161193
2016;"COMPAÑIA DE MICROOMNIBUS LA COLORADA S.A.C.I.";19027211
2016;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";6550678
2016;"COMPAÑIA DE TRANSPORTE VECINAL S.A.";1043271
2016;"COMPAÑIA ISLEÑA S.R.L.";54896941
2016;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";3821266
2016;"COMPAÑIA NOROESTE S.A.T.";40032916
2016;"COMPAÑIA TEMPERLEY S.R.L.";886547
2016;"COOPERATIVA 3 DE JULIO LIMITAD";3233098
2016;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA";744734
2016;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA";153271
2016;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";6874657
2016;"D.U.V.I. S.A.";10967749
2016;"D.U.V.I. SOCIEDAD ANONIMA";2159452
2016;DOTA;45427841
2016;"EL LUCERO S.A.";21973915
2016;"EL NUEVO HALCON S.A.";23857489
2016;"EL PUENTE S.A.T.";21213560
2016;"EL RAPIDO ARGENTINO";25813
2016;"EL RAPIDO ARGENTINO COMPAÑIA DE MICRO OMNIBUS S.A";6800
2016;"EL URBANO S.R.L";2165669
2016;"EL URBANO SRL";452956
2016;"EMP. 4 DE SEPTIEMBRE";13673816
2016;"EMP. DE TRANSP. DEL SUR";9725981
2016;"EMP. DE TRANSP. LINEA 104 S.A.";403671
2016;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";2118756
2016;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";2954082
2016;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";2426435
2016;"EMPALME LOBOS S.R.L.";681310
2016;"EMPRESA 501 S.A.";15298234
2016;"EMPRESA 501 SA";2970144
2016;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";1421257
2016;"EMPRESA CINCO DE AGOSTO S.R.L.";3618626
2016;"EMPRESA CIUDAD DE SAN FERNANDO SA";5422904
2016;"EMPRESA DE  TRANSPORTE PARQUE COSTERO DEL SUR SRL";36224
2016;"EMPRESA DE TRANSP. MARIANO MORENO S.A.";1061015
2016;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";5752548
2016;"EMPRESA DE TRANSPORTE DEL SUR SRL";1954135
2016;"EMPRESA DE TRANSPORTE PARQUE COSTERO DEL SUR S.R.L";6216
2016;"EMPRESA DE TRANSPORTES 104 S.R.L.";41051
2016;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";10566450
2016;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";3546925
2016;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA S.R";14628283
2016;"EMPRESA DE TRANSPORTES SANTA RITA  SRL";61362
2016;"EMPRESA DE TRANSPORTES TENIENTE GRAL ROCA S.A.";28613598
2016;"EMPRESA DEL OESTE S.A.T.";36828136
2016;"EMPRESA DEL OESTE SAT";7235915
2016;"EMPRESA GRAL. DE TRANPORTE AUTOMOTOR DE PASAJEROS";12327818
2016;"EMPRESA J.M. EZEIZA S.R.L.";20989615
2016;"EMPRESA LINEA 216 S.A.T.";18751716
2016;"EMPRESA LINEA 7 S.A.T.";13432285
2016;"EMPRESA LINEA SIETE SAT";2171316
2016;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL";735924
2016;"EMPRESA MONTE GRANDE S.A. LINEA 501";7478546
2016;"EMPRESA NUEVE DE JULIO S.A.T.";24252472
2016;"EMPRESA TANDILENSE S.A.C.I.F.I.";24456731
2016;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";4905206
2016;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";925551
2016;"EMRESA MONTERREY S.R.L.";352821
2016;"ESTEBAN ECHEVERRIA S.R.L.";20831564
2016;"EXPRESO ARSENO S.R.L";10412751
2016;"EXPRESO ARSENO SRL";2022924
2016;"EXPRESO COOP.DE TRABAJO 6 DE JULIO LIMITADA";718150
2016;"EXPRESO EMPALME LOBOS S.R.L.";144925
2016;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";3895337
2016;"EXPRESO GENERAL SARMIENTO S.A.";42803922
2016;"EXPRESO LA PLATA BUENOS AIRES S.A";7683461
2016;"EXPRESO LA PLATA BUENOS AIRES S.A.";1704561
2016;"EXPRESO LOMAS S.A.";15851947
2016;"EXPRESO NUEVE DE JULIO S.A.";18399531
2016;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";4434230
2016;"EXPRESO QUILMES S.A.";24313613
2016;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";14980301
2016;"EXPRESO VILLA GALICIA SAN JOSE S.A.";7883679
2016;"EXPRESO VILLA NUEVA S.A.";3841684
2016;"FERROVIAS S.A.";3666541
2016;"FERROVIAS S.A.C";16199085
2016;"FUERTE BARRAGAN S.A.T.I.C.I.";12166166
2016;"GENERAL PACHECO S.R.L.";13443551
2016;"GENERAL PUEYRREDON S.A.T.C.I.";2222617
2016;"GENERAL SAN MARTIN S.A.C.";30593460
2016;"GENERAL TOMAS GUIDO S.A.C.I.F.";65271790
2016;"GRAL PUEYRREDON S.A.T.C.I.";11040975
2016;"GRAND BOURG S.A.T.C.I.";49180411
2016;"GRUPO LINEA 179 S.A.";5501674
2016;"JOSE HERNANDEZ S.A.C.I.";5980598
2016;"JUAN B. JUSTO S.A.T.C.I.";15409327
2016;"LA CABAÑA S.A.";73838455
2016;"LA CENTRAL DE ESCOBAR S.A.";18968476
2016;"LA CENTRAL DE ESCOBAR SA";3875639
2016;"LA CENTRAL DE VICENTE LOPEZ S.A.";1008500
2016;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";5077112
2016;"LA FLOR DE LUJAN";406605
2016;"LA FLOR DE LUJAN SRL";72780
2016;"LA NUEVA METROPOL S.A.";10345058
2016;"LA PAZ AMADOR";8552716
2016;"LA PERLITA S.A.";89708076
2016;"LA PRIMERA DE GRAND BOURG S.A.";9867177
2016;"LA PRIMERA DE LA ESCONDIDA SRL";1505201
2016;"LA PRIMERA DE MALVINAS ARG UTE";3511315
2016;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";738727
2016;"LA PRIMERA DE MARTINEZ S.A";2827387
2016;"LA PRIMERA DE MARTINEZ S.A.";14374480
2016;"LA VECINAL DE LA MATANZA S.A.C.I. DE MICROOMNIBUS";26315904
2016;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";5208370
2016;"LANUS ESTE S.A.";9969139
2016;"LARROQUE LINEA 548 S.R.L.";3561239
2016;"LIBERTADOR SAN MARTIN S.A.T.";13360230
2016;"LIBERTADOR SAN MARTIN SAT";3179717
2016;"LINEA 10 S.A.";10012266
2016;"LINEA 17 S.A";12301125
2016;"LINEA 17 S.A.";2489816
2016;"LINEA 213 S.A. DE TRANSPORTE";2874336
2016;"LINEA 213 S.A.T.";13534041
2016;"LINEA 216 S.A. DE T.";94466378
2016;"LINEA 22 S.A.";7636542
2016;"LINEA 71 S.A.";17974223
2016;"LÍNEA DE MICROOMNIBUS 47 S.A.";9232187
2016;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";1843541
2016;"LINEA EXPRESO LINIERS S.A.I.C.";7377150
2016;"LINEA EXPRESO LINIERS S.A.I.Y C.";1545023
2016;"LINEA SESENTA S.A.";9484154
2016;"LINEA SESENTA SA";1923175
2016;"LOS CONSTITUYENTES S.A.T.";37035740
2016;"M. MORENO S.A.";5198756
2016;"M. OMNIBUS BCAS DE BELGRANO SA.";9533106
2016;"M.O.D.O S.A.";14499261
2016;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";3026504
2016;"MAYO S.A.T.A";8635353
2016;"MAYO S.A.T.A.";1623235
2016;METROVIAS;295455199
2016;"METROVIAS S.A. (URQUIZA)";17809794
2016;"MICRO OMNIBUS AVENIDA S.A.";11420016
2016;"MICRO OMNIBUS ESTE S.A";1522876
2016;"MICRO OMNIBUS ESTE S.A.";7351197
2016;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";6035753
2016;"MICRO OMNIBUS GRAL PACHECO SRL";2732057
2016;"MICRO OMNIBUS MITRE S.A.";3651865
2016;"MICRO OMNIBUS NORTE S.A.";31040876
2016;"MICRO OMNIBUS O´HIGGINS S.A.T.";1119672
2016;"MICRO OMNIBUS PRIMERA JUNTA S.A";5804964
2016;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";63652923
2016;"MICRO OMNIBUS SUR S.A.";16026124
2016;"MICRO OMNIBUS SUR S.A.C.";3140021
2016;"MICRO OMNIBUS TIGRE S.A.";6803241
2016;"MICROEXPRES S.A";1593637
2016;"MICROEXPRES S.A.";366682
2016;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";1793512
2016;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";3984852
2016;"MICROOMNIBUS CIUDAD DE BUENOS AIRES S.A.T.C.I.";19837018
2016;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";12878703
2016;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.E I.";8624240
2016;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";2575817
2016;"MITRE S.A.";18430270
2016;"MONTE GRANDE S.A.";36862834
2016;"MONTERREY S.R.L.";1756572
2016;"MUINICIPALIDAD DE ITUZAINGO";17
2016;NUDO;29493210
2016;"NUDO S.A.";5883753
2016;"NUEVA CHICAGO C.I.S.A.";14480965
2016;"NUEVA METROPOL S.A.T.A.C.I";49573875
2016;"NUEVO BUS DE OLAVARRÍA SRL";62318
2016;"NUEVO IDEAL S.A.";43076393
2016;"NUEVOS RUMBOS S.A.T.A.C.I.F.I";21040759
2016;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";4234666
2016;"O'HIGGINS S.A.T.";4883009
2016;"P.MENDOZA CISA";11337334
2016;"PILAR BUS S.A";1577016
2016;"PILAR BUS S.A.";7755274
2016;PLAZA;50853333
2016;"PRIMERA JUNTA S.A.";30380096
2016;"RIO GRANDE";24315339
2016;"ROCARAZA S.A.";25613817
2016;"RUTA BUS S.A.";13454898
2016;"SAN VICENTE S.A. DE TRANSPORTES";59628945
2016;"SARGENTO CABRAL S.A.DE TRANSPORTE";5968023
2016;"SARGENTO CABRAL S.A.T.";22041210
2016;"SERGIO A. RIVAS S.R.L";1343216
2016;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";19999007
2016;"SOFSE - Belgrano Sur";1348858
2016;"SOFSE - Mitre";9475772
2016;"SOFSE - Roca";19829091
2016;"SOFSE - San Martin";8256100
2016;"SOFSE- SARMIENTO";56916734
2016;"SOFSE- TREN DE LA COSTA";21638
2016;"SOFSE-BELGRANO SUR";6162294
2016;SOFSE-MITRE;42574111
2016;SOFSE-ROCA;71774213
2016;"SOFSE-SAN MARTIN";37214144
2016;"SOFSE-TREN DE LA COSTA";124059
2016;"TIGRE S.A.";32394009
2016;"TIGRE S.A. LINEA 723";4498763
2016;"TRANPORTE LA UNION S.A.";11097350
2016;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";1918674
2016;"TRANPOSRTE DE PASAJEROS SRL";11944840
2016;"TRANSP. 22 DE SEPT. SAC";9371868
2016;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";1294386
2016;"TRANSP. SANTA FE";15238258
2016;"TRANSP. SGTO. CABRAL";8915234
2016;"TRANSPORTE 11 DE JUNIO S.R.L.";5019478
2016;"TRANSPORTE 1º DE SEPTIEMBRE S.A.";7447605
2016;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I.";9730630
2016;"TRANSPORTE AUTOMOTORES LA PLATA SA";5999330
2016;"TRANSPORTE DEL SUR S.R.L.";7836148
2016;"TRANSPORTE ESCALADA S.A.T.";11727498
2016;"TRANSPORTE IDEAL SAN JUSTO S.A.";42252246
2016;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";1165984
2016;"TRANSPORTE LA UNION SA";2110407
2016;"TRANSPORTE LARRAZABAL C.I.S.A.";50592034
2016;"TRANSPORTE LOPE DE VEGA";32324265
2016;"TRANSPORTE NUEVE DE JULIO SAC.";1619764
2016;"TRANSPORTE SAN CAYETANO S.A.C.";4378226
2016;"TRANSPORTE SANTA RITA S.R.L.";275724
2016;"TRANSPORTE SESENTA Y OCHO S.R.L.";12711613
2016;"TRANSPORTES 1º SEPTIEMBRE S.A.";1463084
2016;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";5340605
2016;"TRANSPORTES 270 S.A.";9832813
2016;"TRANSPORTES ALMIRANTE BROWN S.A.";15042641
2016;"TRANSPORTES ATLANTIDA S.A.C.";18766016
2016;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";1992135
2016;"TRANSPORTES AUTOMOTORES 12 DE OCTUBRE";6494145
2016;"TRANSPORTES AUTOMOTORES CALLAO S.A.";5052843
2016;"TRANSPORTES AUTOMOTORES DE PASAJEROS SIGLO XI";7186361
2016;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";5441180
2016;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";14797524
2016;"TRANSPORTES COLEGIALES S.A.C.I.";9876991
2016;"TRANSPORTES DEL TEJAR S.A.";8767771
2016;"TRANSPORTES EL LITORAL S.A.";16373691
2016;"TRANSPORTES LA PERLITA S.A.";18005553
2016;"TRANSPORTES LINEA 123 S.A.C.I.";4288960
2016;"TRANSPORTES LOPE DE VEGA S.A.C.I.";6498313
2016;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";2875087
2016;"TRANSPORTES NUEVE DE JULIO S.A.C.";8275537
2016;"TRANSPORTES QUIRNO COSTA S.A.C.I.";10078762
2016;"TRANSPORTES RIO GRANDE S.A.C.I.F.";4894727
2016;"TRANSPORTES SAN CAYETANO S.A.C.";856469
2016;"TRANSPORTES SAN JUAN BAUTISTA S.A.";22328263
2016;"TRANSPORTES SANTA FE S.A.C.I.";3067708
2016;"TRANSPORTES SESENTA Y OCHO S.R.L.";2554167
2016;"TRANSPORTES SOL DE MAYO C.I.S.A.";8835009
2016;"TRANSPORTES SUR NOR C.I.S.A.";19146839
2016;"TRANSPORTES SUR-NOR C.I.S.A.";3702969
2016;"TRANSPORTES UNIDOS DE MERLO";30012850
2016;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";5619321
2016;"TRANSPORTES VILLA BOSCH SAC el";1534886
2016;"TRATADO DEL PILAR S.R.L.";4536461
2016;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";1391723
2016;"UNION PLATENSE S.R.L";32093242
2016;"UNION PLATENSE SRL";6190651
2016;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T";5761751
2016;"UNION TRANSPORTISTAS DE EMPRESAS S.A.";7235304
2016;"UNION TRANSPORTISTAS DE EMPRESAS SA";1429730
2016;"UTENOR LINEA 722 UNION TRANSITORIA DE EMPRESAS";1892861
2016;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";991294
2016;"UTENOR SA L 722";417765
2016;"VILLA BOSCH S.A.C.E I";7838104
2016;"VILLA GALICIA SAN JOSE S.A.";39252436
2016;"VILLA NUEVA S.A.";19222940
2016;"VUELTA DE ROCHA S.A.T.C.I.";11019614
2016;"YITOS S.A.";25727724
